PSC.0149	PSC.0150	PSC.0174	PSC.0187	PSC.0188	PSC.0190	PSC.0228	PSC.0231
g463.t1	4	5	5	34	175	3	15	325
g19254.t2	19	5	20	5	19	5	12	11
g11236.t1	11	15	102	2	16	48	105	16
g4751.t1	68	27	40	87	62	26	57	34
g727.t1	88	7	59	53	162	365	299	475
g1977.t2	32	0	0	0	0	2	46	0
g16173.t1	163	54	186	191	156	75	132	111
g1564.t1	15	20	20	29	26	5	16	3
g8406.t1	3	63	6	12	2	3	2	0
g22049.t1	1	26	0	0	0	0	7	0
g15461.t1	3	44	1	6	14	0	10	23
g22568.t1	27	275	35	243	602	6	509	38
g3005.t1	57	26	592	295	304	798	515	328
g19709.t2	195	77	570	1390	1267	171	912	424
g19402.t1	2	34	3	9	14	0	3	4
g10343.t1	1	8	0	0	0	2	5	0
g18679.t1	171	40	268	120	98	143	147	86
g20218.t1	197	59	82	47	207	187	63	236
g383.t1	0	7	0	1	0	0	0	0
g15131.t1	1	27	0	12	18	5	3	21
g9289.t1	64	9	105	125	113	254	162	182
g20661.t1	0	0	0	0	0	0	0	0
g21272.t1	21	40	25	64	67	27	29	20
g4935.t1	0	0	0	0	0	0	0	0
g18256.t1	33	33	22	49	30	10	34	15
g14830.t1	0	0	0	0	0	0	0	0
g8296.t1	198	107	251	79	144	95	97	70
g15809.t2	0	4	0	2	6	4	9	7
g22200.t1	7	5	9	18	8	5	14	13
g8615.t1	32	41	49	73	240	35	51	151
g8068.t1	208	17	170	303	307	253	282	277
g11610.t1	26	11	9	77	35	13	20	18
g23712.t1	0	5	0	2	0	0	2	0
g20517.t1	0	1	0	0	0	0	0	0
g5302.t1	8	11	4	10	9	20	3	19
g19727.t1	751	120	414	324	718	764	602	1138
g6483.t1	27	466	26	430	4694	25	192	3635
g6504.t1	12	3	5	124	50	7	45	18
g21295.t2	67	10	81	77	33	0	78	93
g2961.t1	33	4	32	21	23	9	26	16
g1611.t2	0	3	0	0	2	0	0	0
g18946.t1	75	61	23	23	35	37	44	43
g20001.t1	24	83	13	16	19	4	9	4
g14150.t1	0	37	0	0	1	0	18	1
g9544.t1	2	53	6	5	0	0	7	0
g3674.t1	0	7	0	0	0	0	0	0
g615.t1	77	69	16	33	45	33	50	14
g9663.t1	9	7	8	49	27	37	67	31
g16034.t1	0	5	3	0	2	0	2	0
g516.t1	11	3	3	13	8	2	4	7
g12072.t1	7	147	20	22	12	5	11	18
g19061.t1	80	10	55	16	45	15	42	21
g17767.t1	1	5	0	0	0	0	0	0
g12670.t3	1	14	0	11	3	0	0	2
g12475.t1	41	39	18	48	47	9	34	30
g20096.t1	93	146	64	47	40	15	84	22
g17004.t1	28	11	23	17	18	11	10	9
g18633.t1	11	4	19	13	14	5	22	18
g1590.t1	0	6	0	120	0	0	5	17
g9204.t2	0	1	0	5	0	0	0	0
g4890.t2	2	0	4	2	12	0	3	0
g21050.t1	0	3	0	0	0	0	0	0
g23384.t1	0	0	0	0	0	4	0	1
g897.t1	0	2	0	0	0	1	0	0
g10619.t1	234	61	105	263	159	93	135	154
g7218.t1	3	1	0	2	0	0	1	0
g14629.t1	140	17	148	153	106	83	172	89
g8773.t1	0	2	0	0	0	0	1	0
g24148.t1	0	17	0	187	111	2	86	86
g11082.t1	454	193	1852	411	582	313	618	169
g1930.t1	1	0	0	0	0	0	0	0
g21060.t1	283	217	120	477	297	203	370	208
g9794.t1	67	44	214	139	227	229	290	207
g12466.t1	44	25	41	41	67	9	47	31
g5661.t2	26	11	20	25	6	0	4	4
g20164.t1	2	7	0	6	4	1	4	1
g954.t1	0	11	0	22	0	0	1	0
g8017.t1	29	23	4	28	56	22	32	23
g20438.t1	5	11	0	0	0	0	2	0
g3849.t1	38	5	23	25	19	20	76	22
g11961.t1	3	15	5	178	95	21	103	42
g10536.t1	0	10	0	8	1	1	10	10
g11559.t1	38	10	59	47	50	51	77	55
g22782.t1	0	4	0	0	0	0	0	0
g5031.t1	73	11	63	158	151	85	168	123
g13416.t1	18	18	11	50	6	13	40	12
g16398.t1	0	0	0	0	0	0	0	0
g5644.t1	0	1	0	0	0	0	0	0
g14502.t1	1	19	3	890	88	8	173	57
g687.t1	95	90	52	75	80	49	96	31
g17042.t1	452	101	789	1732	906	1011	1190	721
g311.t1	2	12	2	2	0	0	0	2
g23876.t1	10	35	11	1223	168	7	272	34
g20626.t1	0	0	0	0	0	0	0	0
g7468.t1	4	16	11	54	31	33	52	40
g21018.t2	83	12	10	390	116	22	115	110
g1934.t1	37	11	44	149	280	228	130	8
g11031.t1	11	17	24	15	13	1	11	12
g20424.t1	5	11	1	13	12	2	3	7
g13423.t1	46	35	26	105	102	30	60	21
g15333.t1	2	15	0	3	1	0	2	2
g20333.t1	2	6	3	3	2	1	5	12
g15490.t1	6	10	8	36	99	8	102	45
g19239.t1	0	1	2	3	0	0	1	0
g5126.t1	1	1	0	2	0	0	2	0
g7658.t1	44	43	43	21	28	60	52	43
g5300.t1	141	46	158	156	115	105	231	188
g20708.t1	0	6	0	0	0	0	0	0
g21819.t1	0	0	0	0	0	0	0	0
g21168.t1	30	57	19	24	15	9	23	13
g2463.t1	0	14	2	0	4	0	3	0
g3167.t1	11	43	7	5	6	0	16	3
g18524.t1	0	32	0	3	16	12	28	11
g15237.t1	0	108	9	82	230	35	541	26
g5980.t1	145	66	160	409	207	588	575	230
g916.t1	0	0	0	0	0	0	0	0
g2338.t1	4	19	132	112	328	1	38	69
g9857.t1	737	122	860	719	668	870	1157	687
g12427.t1	2	7	0	0	1	0	2	0
g16105.t1	7	5	113	6	29	14	12	2
g13145.t2	12	9	0	10	0	8	6	6
g13494.t2	416	40	379	251	249	210	251	148
g11812.t2	0	0	10	4	0	6	21	7
g2189.t1	0	2	0	0	0	0	0	0
g12985.t1	677	206	500	629	642	591	831	717
g13479.t1	1	9	0	3	0	0	0	0
g16474.t1	10	23	16	12	17	11	32	15
g14991.t1	88	44	63	70	52	22	51	52
g5902.t1	2	0	1	5	24	1	44	2
g4846.t1	6	42	3	22	11	1	13	5
g22341.t1	89	19	70	104	121	164	261	144
g14239.t1	409	0	202	79	375	511	260	370
g9601.t1	0	9	0	0	0	0	0	0
g22977.t1	1	2	1	1	0	1	0	1
g1608.t1	0	6	0	17	6	0	0	12
g23408.t1	0	5	0	0	0	0	0	0
g20081.t1	7	12	5	198	85	5	83	73
g5624.t1	1	4	0	25	29	0	12	17
g9215.t1	1	22	3	14	8	4	16	15
g19060.t1	110	32	48	170	86	90	203	71
g22388.t1	0	0	0	0	0	0	0	0
g5928.t1	10540	9712	12191	10531	9231	11880	15899	11566
g9591.t1	29	38	51	52	42	0	8	20
g6841.t1	51	6	16	45	17	25	44	32
g16698.t1	0	0	0	11	8	2	3	1
g13444.t1	137	31	194	200	157	130	196	181
g16393.t1	7	14	10	8	6	3	3	25
g16141.t1	6	2	12	34	9	7	47	12
g20249.t1	3	10	3	32	8	0	9	7
g23529.t2	0	10	0	42	6	0	17	0
g11376.t1	94	40	92	40	59	41	74	47
g8484.t1	0	4	1	46	9	1	12	1
g11672.t1	4	0	11	8	12	13	12	6
g220.t1	17	36	12	21	22	6	13	16
g18966.t1	485	106	186	542	438	301	287	1168
g14889.t1	1042	129	1199	844	805	2244	1447	1290
g19638.t1	25	14	6	32	162	6	7	118
g10111.t1	1	1	0	1	0	1	0	0
g22053.t2	0	0	0	0	0	0	0	0
g13020.t1	69	49	168	63	32	10	43	51
g15942.t1	0	5	4	0	0	1	0	0
g2827.t1	33	61	24	44	74	21	69	38
g22287.t1	0	20	7	10	27	14	27	16
g14460.t1	1	21	3	5	6	0	5	1
g13495.t1	0	2	0	2	0	0	0	0
g18300.t1	970	212	986	887	625	657	831	607
g23475.t1	0	4	0	8	5	0	6	0
g546.t1	161	55	93	69	123	63	77	50
g20103.t1	114	29	95	41	64	55	69	21
g7924.t1	2	0	12	11	7	16	48	20
g17257.t1	88	54	69	129	110	118	157	100
g22510.t1	0	2	0	14	4	0	1	8
g1879.t1	0	0	0	2	5	2	3	1
g2649.t1	5985	929	4866	8183	9540	3352	5530	9426
g11974.t1	19	129	15	15	73	44	59	12
g13166.t1	1	28	2	1	0	3	6	0
g4034.t1	19	22	34	32	58	23	42	12
g21433.t1	34	109	57	160	133	35	131	89
g8820.t1	132	179	91	114	135	114	124	59
g22010.t1	0	40	3	2	0	0	0	0
g1645.t1	12	28	11	24	21	6	18	5
g16478.t1	0	16	0	0	1	0	3	0
g23357.t1	36	10	16	69	68	37	68	40
g17680.t1	32	127	26	15	29	7	17	22
g4981.t1	28	36	61	52	70	0	45	45
g839.t1	18	12	16	11	8	2	15	7
g20530.t1	1	2	16	1	10	7	18	15
g16127.t1	26	14	26	293	122	53	67	125
g12150.t1	11	88	8	5	5	4	5	0
g17439.t1	8	74	5	14	25	4	22	24
g17559.t1	0	0	0	0	0	0	0	36
g7994.t1	0	2	0	1	0	0	0	0
g23288.t1	2	9	5	0	1	2	1	3
g4183.t1	121	33	46	41	52	5	40	18
g4991.t1	33	41	21	57	57	21	48	30
g16411.t1	1	4	1	0	2	0	1	0
g10461.t1	61	6	20	82	82	48	88	53
g3080.t1	1	112	9	80	34	2	50	27
g6035.t1	6	6	3	0	0	4	1	0
g24147.t1	23	40	17	30	39	16	32	5
g1291.t1	0	2	0	5	0	0	0	0
g6848.t1	0	4	0	0	0	0	1	0
g1442.t3	91	115	51	87	70	30	70	46
g17992.t1	84	22	71	156	100	30	74	63
g21196.t1	268	125	160	129	167	113	260	224
g19740.t1	1	4	0	1	7	7	2	1
g17642.t3	9	0	0	6	8	0	15	0
g20634.t1	0	0	0	0	0	0	0	0
g3280.t1	834	142	848	668	729	640	972	762
g19833.t1	682	293	1429	475	652	1179	796	546
g1786.t1	502	100	575	211	334	182	254	276
g1198.t1	0	3	0	0	0	0	0	0
g2879.t2	24	92	0	0	0	0	0	0
g6771.t2	2	38	0	3	5	3	10	4
g10008.t1	4	5	0	0	3	0	0	4
g20306.t1	1173	249	472	351	654	557	899	455
g3098.t1	31	11	30	19	5	16	22	18
g23898.t1	0	9	0	2	0	0	0	0
g19048.t1	51	17	52	25	34	29	31	11
g19356.t1	40	15	19	51	37	7	27	25
g13555.t1	0	4	0	1	0	0	1	0
g5905.t1	1	9	5	1	0	4	10	10
g5990.t1	51	22	51	65	75	28	116	49
g2791.t1	83	32	69	41	37	27	49	42
g21778.t2	0	0	0	79	85	0	53	31
g20030.t1	755	118	1021	289	934	2336	1850	3083
g14786.t1	5	90	14	9	16	2	25	4
g1539.t1	98	66	53	61	74	61	94	174
g181.t2	76	26	100	155	175	153	116	235
g6191.t1	5	6	4	5	6	2	6	8
g19694.t1	71	39	175	126	220	433	295	403
g5095.t1	12	17	15	17	12	22	16	5
g22864.t1	3	2	6	10	8	1	2	5
g9175.t1	2	2	0	0	0	0	0	0
g7311.t1	64	60	76	106	89	19	73	49
g2797.t2	1	0	0	0	0	0	0	0
g7363.t1	6	40	1	45	16	3	23	19
g19613.t1	64	20	42	106	82	60	116	67
g9257.t1	26	75	15	53	99	2	38	70
g5776.t1	2	22	0	3	0	0	0	0
g4445.t2	15	3	8	289	215	6	39	251
g6093.t1	0	0	0	0	0	0	0	0
g21388.t1	25	102	34	168	89	91	108	54
g7105.t1	0	0	0	0	0	0	0	0
g15779.t1	3	151	7	4	3	0	6	1
g11382.t1	0	3	0	0	0	0	0	0
g17339.t1	1	4	0	0	1	0	0	0
g11253.t1	1	1	0	38	1	5	21	0
g9773.t2	465	133	495	890	651	645	931	729
g18333.t1	3	12	7	1	2	0	3	1
g6195.t2	76	13	58	22	41	17	42	30
g14418.t1	17	20	58	18	21	12	29	17
g2701.t1	13	5	3	19	9	2	7	15
g20696.t2	0	1	3	8	2	5	8	0
g19892.t1	0	19	22	0	0	0	0	0
g3209.t2	124	44	102	135	186	130	201	212
g2066.t1	0	0	0	0	0	0	0	0
g16401.t1	2	25	0	7	4	0	12	0
g5882.t1	4	4	1	3	2	0	2	0
g2793.t1	467	114	566	722	569	495	518	541
g18162.t1	0	0	0	0	0	0	0	0
g7546.t1	4	3	21	2	2	5	0	5
g17167.t1	25	1	1	15	3	0	14	1
g16749.t2	118	53	213	184	198	191	364	77
g3214.t1	2468	746	2913	2866	2125	2601	2820	2919
g14730.t1	2	13	3	17	5	5	5	6
g21452.t1	75	0	6	241	96	21	106	69
g15481.t1	0	26	0	0	0	0	1	0
g6437.t1	7	4	5	0	1	3	16	2
g2828.t1	2	20	0	22	13	0	4	2
g884.t1	0	4	0	0	0	0	1	0
g2780.t1	232	61	132	856	1289	461	698	1889
g23588.t1	3	4	1	19	7	1	9	1
g14808.t1	12	91	15	59	74	40	88	14
g15845.t1	18	32	9	7	15	3	11	6
g7126.t1	6	62	0	1	0	0	1	0
g10438.t1	0	2	0	0	0	0	0	0
g628.t1	37	12	52	31	38	5	18	17
g12781.t1	393	90	416	264	246	122	290	160
g10050.t1	11	10	19	26	27	129	41	31
g6264.t2	0	0	0	0	0	0	0	0
g10514.t1	0	0	0	0	0	0	0	0
g20135.t1	0	0	0	0	0	0	0	0
g23801.t1	0	4	0	0	0	0	0	0
g1843.t1	26	5	8	30	26	6	30	17
g15462.t1	1	5	0	4	51	0	3	10
g21373.t1	4	4	17	0	16	4	7	8
g14967.t1	1	5	0	0	0	0	0	0
g782.t1	3	11	3	2775	7	8	775	4
g182.t1	5	2	3	7	8	14	8	4
g7385.t4	0	11	0	138	150	0	64	124
g12867.t1	0	0	0	0	0	0	0	0
g21065.t1	65	8	706	70	11	5	10	44
g2788.t1	490	52	248	78	201	136	184	44
g1753.t2	142	100	67	0	136	53	138	120
g9249.t1	52	59	111	177	162	0	145	30
g6511.t1	1	0	0	2	2	0	2	1
g21258.t1	1720	338	1288	551	1010	575	868	512
g9579.t1	2	38	1	14	2	0	4	1
g7519.t1	0	11	1	2	0	0	1	0
g14491.t1	0	17	0	0	0	0	0	0
g2117.t2	92	0	0	64	159	9	24	89
g22598.t1	10	43	1	7	32	2	0	13
g4962.t1	173	59	125	153	149	59	142	62
g19857.t1	51	56	54	70	147	53	78	234
g23745.t1	1	14	0	70	40	3	25	29
g4373.t1	168	50	192	115	152	58	132	76
g13159.t1	3	94	5	15	0	0	6	1
g5593.t1	5805	1542	6363	6805	5006	6077	6749	6616
g11250.t1	0	1	0	0	0	0	0	0
g17003.t1	283	121	299	212	171	169	238	145
g3017.t1	4	39	36	11	32	8	15	14
g13968.t1	125	22	83	149	144	69	116	65
g10934.t1	106	36	342	198	203	326	276	200
g2801.t2	2	3	2	0	0	0	0	0
g5376.t1	240	178	237	133	158	190	231	163
g9581.t3	265	129	71	329	415	172	294	433
g1197.t1	478	137	2976	808	710	1710	1675	931
g5368.t1	36	52	3	13	2	24	6	11
g12947.t1	1	2	0	1	0	0	0	0
g15910.t1	5	103	15	12	6	1	12	2
g2327.t1	0	5	0	1	0	0	0	0
g3851.t1	3	69	3	84	59	1	27	124
g19134.t1	0	12	4	612	275	8	220	592
g8791.t1	61	41	27	34	70	14	28	17
g16454.t1	1	8	0	0	0	0	1	0
g13893.t1	0	3	0	0	0	0	0	0
g14318.t1	37	10	24	110	91	27	45	89
g6702.t1	42	13	18	25	29	29	19	21
g6991.t1	8	3	1	0	0	0	13	0
g672.t1	3	5	5	2	1	1	8	0
g15414.t1	16	127	0	13	25	0	0	28
g16787.t2	0	0	36	550	1968	91	1403	44
g8404.t1	43	64	59	39	43	9	47	14
g1668.t1	0	4	2	13	41	0	0	24
g4657.t1	11	3	1	4	6	2	11	3
g9103.t1	180	35	400	122	375	669	578	813
g103.t1	16	42	5	160	102	3	71	74
g12367.t1	0	11	9	0	13	13	3	22
g5275.t1	0	364	56	1329	0	0	0	0
g2127.t1	4959	999	2578	4691	4109	2320	3148	4030
g17569.t1	31	42	11	107	81	11	69	82
g1266.t1	24	30	14	35	22	8	22	9
g479.t3	1	25	1	102	64	0	20	147
g18761.t1	2	4	0	0	0	0	0	0
g21116.t1	400	75	316	329	278	180	410	326
g9931.t1	0	7	0	0	0	0	0	0
g13563.t1	0	3	0	19	3	0	0	17
g13100.t1	2	13	3	7	1	2	2	14
g14247.t2	96	54	195	284	150	132	232	173
g7534.t1	0	8	0	25	0	0	3	3
g770.t1	0	25	2	0	2	4	0	0
g5831.t1	126	25	88	159	172	89	197	155
g13630.t1	4	21	1	5	0	0	1	0
g14488.t1	0	0	0	0	0	0	0	0
g5238.t1	31	15	9	127	50	9	23	40
g8983.t1	5	69	11	74	46	17	124	16
g20102.t1	0	10	0	0	0	0	0	0
g15390.t1	1	4	0	21	41	0	14	42
g12954.t1	1	2	0	5	2	0	0	1
g8363.t1	1	5	0	0	0	0	0	0
g9168.t1	0	0	0	0	0	0	0	0
g13292.t1	17	68	14	8	10	8	5	3
g3682.t1	2	37	1	17	2	0	9	7
g19391.t1	189	28	349	183	198	212	355	165
g5282.t1	876	99	1017	629	595	522	751	577
g24074.t1	0	5	0	0	0	0	0	0
g23412.t1	1	9	7	6	1	0	1	2
g16922.t1	141	21	363	181	170	110	244	113
g20483.t1	30	45	24	20	9	3	54	10
g7883.t1	74	32	74	32	59	8	65	29
g1425.t1	50	29	50	402	112	23	141	140
g23148.t1	1	2	2	1	2	0	3	3
g15093.t1	12	69	18	24	12	6	7	6
g3822.t1	1	2	1	4	14	5	6	4
g19268.t1	180	14	144	222	148	90	276	180
g15685.t1	7	8	10	35	55	15	19	58
g23393.t1	0	0	0	0	0	0	0	0
g12708.t1	29	67	51	30	27	24	44	19
g24069.t1	117	169	153	72	57	25	116	35
g19818.t1	0	0	0	1	1	0	0	1
g4192.t1	218	122	186	208	191	110	220	121
g731.t1	0	29	2	4	0	0	1	0
g20351.t1	3	55	3	267	77	3	56	108
g16707.t1	2	0	0	0	0	0	0	2
g19044.t1	30	20	32	14	16	6	10	7
g17854.t1	0	18	2	8	10	0	2	15
g10813.t1	0	19	4	8	3	0	2	6
g22739.t1	4	74	9	10	4	3	17	5
g13746.t1	0	16	1	13	10	3	13	1
g16570.t1	5362	1344	3477	7676	4613	2151	5206	4238
g1086.t1	0	0	0	0	0	0	0	0
g2893.t2	227	70	192	121	222	84	155	125
g5527.t1	267	31	102	169	287	111	185	178
g12538.t1	0	0	0	1	1	0	10	2
g17072.t1	961	310	700	2586	1377	758	1266	1440
g18425.t1	32	9	15	111	34	4	24	34
g3877.t1	62	12	60	61	60	27	39	36
g19626.t1	1	2	0	0	0	0	0	0
g15171.t1	540	69	221	242	436	372	489	606
g20937.t1	1	3	2	0	0	0	0	0
g8869.t2	25	0	4	35	26	10	22	28
g20815.t1	252	106	203	133	182	48	112	139
g12557.t1	39	21	77	36	58	30	121	16
g21438.t1	125	18	119	122	191	154	227	101
g10889.t2	0	0	0	116	0	0	0	0
g21626.t1	0	8	5	1	2	0	2	2
g16679.t1	0	0	1	0	0	0	2	0
g18878.t1	2	6	0	0	1	0	0	0
g3374.t1	14	18	2	43	41	9	16	43
g2443.t1	14	22	6	16	16	0	6	10
g11460.t1	0	5	0	0	0	0	0	0
g25.t1	136	45	55	35	27	11	15	14
g5730.t1	43	22	40	21	21	13	27	14
g4417.t1	1	22	0	16	1	2	4	6
g2448.t1	245	77	96	28	54	108	59	53
g15716.t1	0	7	6	4	10	0	8	14
g2353.t1	0	8	0	0	0	0	0	0
g14454.t1	2	0	0	0	0	0	1	0
g11834.t1	109	86	56	41	69	40	93	97
g4646.t1	14	9	13	22	21	7	14	25
g22413.t1	17	20	16	800	179	32	281	140
g17470.t1	6	21	2	12	10	2	3	3
g7406.t1	0	6	0	0	0	0	0	0
g10741.t1	2	5	1	41	4	0	5	1
g5259.t2	3	4	0	0	1	0	1	0
g1498.t1	568	53	39	233	242	106	302	77
g12746.t1	1	4	0	2	5	0	0	3
g8393.t2	0	10	0	2	0	1	0	0
g8854.t1	0	0	0	0	0	0	0	0
g7660.t1	2	0	0	0	0	0	0	1
g4779.t1	12	1	32	10	9	11	12	10
g6845.t2	0	4	0	1	0	0	0	0
g23067.t1	129	71	51	125	102	47	90	87
g11774.t1	0	4	0	6	1	6	4	3
g19099.t1	5	2	2	3	7	0	0	0
g16245.t1	20	22	10	11	8	6	14	1
g23399.t1	5	25	4	66	80	3	28	121
g3660.t1	57	0	25	0	57	18	22	0
g17020.t1	3	6	1	0	0	0	2	0
g20035.t1	0	17	0	31	9	2	22	1
g18515.t1	3	14	4	95	208	23	149	4
g858.t1	3	129	11	9	5	1	4	1
g815.t1	0	6	0	0	0	0	0	0
g11077.t1	71	10	5	83	33	28	78	29
g16281.t1	9	17	3	0	2	0	15	2
g3393.t1	167	29	170	96	89	54	97	64
g7985.t1	1	11	1	2	4	2	1	0
g22706.t1	427	270	326	327	324	348	693	336
g17917.t1	3	11	0	1	1	0	3	0
g14070.t1	9	48	8	51	32	2	10	34
g5081.t2	29	7	23	10	8	6	13	4
g2902.t1	0	1	0	0	0	0	0	0
g5372.t1	0	0	0	26	0	0	0	10
g19429.t1	50	17	104	88	59	114	122	50
g11197.t2	157	87	172	90	116	117	192	133
g17190.t1	11	5	1	2	0	2	2	5
g4984.t1	3	4	0	0	0	0	0	1
g8496.t1	0	1	0	0	0	0	0	0
g22549.t1	0	1	0	0	0	0	0	0
g16591.t1	3	5	3	1337	116	3	286	59
g21877.t1	90	60	75	116	110	59	118	104
g17362.t1	26	20	11	165	78	11	44	53
g18203.t1	1	5	1	0	0	0	2	0
g9320.t1	11	9	15	15	4	2	12	6
g1697.t1	0	26	0	2	0	0	1	0
g11145.t1	26	43	16	44	17	10	18	19
g1270.t1	80	45	4	366	160	369	1365	28
g23806.t1	1	5	3	2	5	0	0	0
g5786.t1	108	11	128	67	82	54	171	45
g21922.t1	0	5	0	1	0	0	0	0
g5685.t1	295	106	446	161	74	202	926	773
g3328.t2	35	73	63	200	108	7	26	37
g22576.t1	1	3	0	0	0	0	0	0
g19714.t1	22	13	20	10	9	6	5	2
g19700.t1	678	96	1135	621	808	1415	1636	899
g15404.t1	20	21	6	18	15	13	28	19
g16108.t1	26	49	342	43	138	64	45	30
g12096.t1	108	14	8	88	42	29	32	17
g19246.t1	6	3	2	10	12	1	6	3
g11304.t1	0	5	0	0	0	0	0	0
g11353.t1	2360	316	1523	368	732	1536	1449	2109
g3333.t1	42	137	11	38	161	13	35	301
g724.t1	46	11	32	58	52	35	41	39
g1545.t1	24	4	15	8	16	115	24	17
g21396.t1	101	164	133	161	138	46	138	46
g9533.t1	17	23	9	24	13	7	15	0
g17729.t1	0	1	0	0	0	0	0	0
g21514.t4	57	16	46	157	38	41	75	64
g9882.t1	5	22	15	53	72	1	15	18
g1245.t1	0	2	0	3	14	0	1	31
g16872.t1	4	16	4	92	65	4	43	60
g2407.t1	37	14	56	50	94	91	180	139
g7346.t1	0	2	0	0	0	1	0	0
g12243.t2	68	0	0	152	130	114	60	0
g18898.t1	0	2	0	0	0	0	0	0
g21063.t3	2	8	4	2	0	0	0	13
g11182.t1	41	33	24	67	60	85	48	49
g18185.t1	73	43	55	102	120	66	112	77
g9765.t1	25	49	18	59	50	2	31	14
g779.t1	18	3	3	76	53	0	33	21
g23754.t1	39	6	26	78	36	11	44	43
g15691.t2	16	173	12	29	21	5	34	29
g710.t1	1	4	0	0	0	0	0	0
g215.t1	824	122	782	573	571	768	751	738
g12764.t1	2	12	6	3	2	3	21	8
g7978.t1	0	1	0	0	0	0	0	0
g15726.t1	0	0	0	0	0	0	0	0
g1423.t1	93	35	148	133	154	84	331	123
g20272.t1	0	598	39	46	50	0	52	0
g12759.t1	0	0	0	7	3	0	2	0
g2128.t1	490	56	364	469	510	628	549	520
g22318.t1	33	14	45	9	20	6	8	5
g21769.t1	0	3	0	0	0	0	0	1
g8819.t1	14	97	8	64	1257	3	54	1173
g16538.t1	105	24	87	84	94	23	67	59
g5483.t1	1	1	0	0	0	0	0	0
g3177.t1	20	34	13	48	49	22	26	40
g20977.t1	11	14	16	16	30	3	20	2
g18352.t1	103	39	94	73	83	31	80	45
g6354.t1	1026	91	1171	638	492	897	926	655
g12304.t1	18693	2005	23255	14563	24631	51060	40642	48755
g748.t1	0	10	1	1	0	0	0	0
g696.t1	21	114	38	69	55	75	94	31
g13703.t1	3	13	0	2	12	0	0	63
g8164.t1	2	41	11	121	230	3	71	190
g7954.t1	21	30	36	39	29	10	58	18
g12705.t2	98	50	144	31	74	45	131	14
g2909.t1	57	89	52	104	82	31	43	106
g15309.t1	0	1	0	0	0	0	0	0
g24157.t1	14	94	5	15	31	4	29	3
g8243.t1	211	387	326	115	74	82	192	126
g23533.t2	9	0	0	32	10	0	38	10
g20974.t1	3	101	8	59	46	1	17	59
g5463.t1	0	0	0	0	0	0	0	0
g13259.t1	37	7	36	74	78	31	58	35
g19486.t1	0	2	0	0	0	0	1	0
g7941.t1	24	133	736	29	16	80	304	26
g17587.t1	188	47	178	150	228	52	118	70
g22997.t1	0	10	0	0	0	0	0	6
g197.t1	0	3	0	3	0	0	0	0
g3048.t1	0	1	0	0	0	0	0	0
g13677.t1	0	8	12	45	21	2	5	98
g2506.t1	1	22	5	85	84	3	44	171
g23127.t1	11	6	10	25	15	3	14	3
g19018.t1	32	39	15	33	49	38	52	23
g8813.t1	1	11	6	61	50	0	55	2
g17695.t1	1	7	0	1	1	0	0	0
g10666.t1	27	153	7	51	54	11	30	55
g1207.t1	2	9	11	113	61	10	37	54
g18767.t1	15	143	7	44	7	6	30	10
g5039.t1	48	9	11	32	128	169	87	202
g1146.t1	531	92	524	257	446	1063	526	443
g1736.t1	0	9	1	3	2	2	31	0
g5342.t1	1	3	0	0	0	0	0	0
g2991.t1	2	5	7	6	4	0	3	3
g23032.t1	2	7	0	2	0	0	0	0
g1100.t1	127	21	145	119	140	52	114	100
g2170.t1	81	102	115	61	51	13	67	30
g1449.t1	327	105	407	462	415	206	430	394
g12629.t1	0	7	0	0	0	0	0	0
g24070.t1	35	15	34	15	15	8	15	13
g7636.t1	0	0	0	0	0	0	0	0
g5924.t1	89	12	659	284	239	2788	1545	1053
g9036.t1	9	8	193	131	268	87	174	133
g15723.t2	0	0	0	0	0	0	0	0
g22871.t1	1	50	25	4	5	9	7	0
g13062.t1	44	0	36	11	33	15	21	21
g7462.t1	7	17	10	20	24	5	9	21
g8842.t1	15	64	120	1535	376	26	1731	222
g4488.t1	183	38	76	432	245	107	269	184
g21402.t1	0	19	4	3	5	1	3	0
g21521.t1	3	34	1	82	65	4	39	69
g6802.t1	0	0	0	6	0	0	0	6
g1761.t1	0	28	7	2	4	0	7	3
g9411.t2	0	2	0	0	0	0	0	0
g15965.t1	0	0	0	0	0	0	0	0
g16798.t1	1	25	0	3	5	0	3	1
g8564.t1	170	39	175	203	165	66	156	132
g2636.t1	0	4	0	0	0	2	0	0
g12017.t1	44	742	53	8321	32422	268	769	37506
g1571.t1	62	67	54	47	41	11	55	26
g7159.t1	0	0	0	0	0	0	0	0
g6749.t1	0	9	0	2	1	0	4	0
g21617.t1	1	1	1	1	3	1	2	7
g4131.t1	299	153	182	310	258	103	259	150
g17356.t2	16	12	21	151	46	45	35	34
g91.t1	19	12	5	79	35	16	30	12
g10528.t1	44	111	28	36	32	78	62	69
g5617.t1	5	14	9	15	11	10	10	11
g6118.t1	17	149	42	66	31	11	16	5
g6653.t4	0	0	0	2	2	0	2	1
g942.t1	15	15	6	54	29	11	58	20
g1397.t1	17	126	4	909	261	5	125	286
g24058.t1	12	66	27	101	48	266	182	68
g4055.t1	17	1	0	13	11	22	8	12
g22619.t2	145	53	138	90	134	92	112	81
g1209.t1	209	69	170	286	375	83	213	166
g15348.t1	9	30	3	22	10	0	12	12
g1780.t1	19	25	22	81	50	15	104	7
g22721.t1	1	55	2	12	0	2	2	0
g11863.t1	81	192	97	59	50	36	65	31
